انکت گوتم 	/poets/ankit-gautam?lang=ur
انکتا گرگ 	/poets/ankita-garg?lang=ur
انصر علی انصر 	/poets/ansar-ali-ansar?lang=ur
انو بھو گپتا 	/poets/anubhav-gupta?lang=ur
انور کیفی 	/poets/anvar-kaifi?lang=ur
انور محمود خالد 	/poets/anvar-mahmood-khalid?lang=ur
انور معظم 	/poets/anvar-moazzam?lang=ur
انور علیمی 	/poets/anwar-aleemi?lang=ur
انوار انجم 	/poets/anwar-anjum?lang=ur
انور بریلوی 	/poets/anwar-barelvi?lang=ur
